User_ID,Timestamp,Alpha_Waves,Beta_Waves,Gamma_Waves,Delta_Waves,Theta_Waves
548859c2,2025-03-24 19:13:51,76.68,47.22,44.96,6.82,31.15
d4b4ed07,2025-03-24 19:23:06,48.73,52.77,45.79,5.64,20.83
f32ab4df,2025-03-24 19:23:22,63.52,28.29,57.44,15.25,33.17
812ad33f,2025-03-24 19:28:33,79.6,36.03,19.64,26.84,48.83
ece85c9e,2025-03-24 19:26:12,44.52,66.71,15.94,49.84,51.07
a4f37be9,2025-03-24 19:25:07,47.17,31.22,15.47,30.39,34.14
7b1fd6a4,2025-03-24 19:10:08,56.73,36.37,14.3,15.82,48.0
f9f37797,2025-03-24 19:01:03,41.98,67.9,40.84,38.13,39.07
ced61a54,2025-03-24 18:50:10,62.72,24.04,10.12,29.44,52.12
114ee19f,2025-03-24 18:57:14,32.84,49.75,42.51,9.57,42.93
9a5e7a25,2025-03-24 19:02:37,56.82,31.99,16.14,5.36,17.05
b8e82167,2025-03-24 19:28:03,34.3,69.62,46.57,5.05,35.88
ced61a54,2025-03-24 19:29:56,54.79,57.69,22.35,12.36,28.73
d776f047,2025-03-24 19:02:20,38.75,61.09,43.83,20.72,36.3
866b55d3,2025-03-24 19:13:49,74.46,67.01,31.04,45.55,38.17
a9cf3871,2025-03-24 19:12:53,71.0,66.82,56.22,32.38,36.12
50b896fd,2025-03-24 19:17:04,36.85,22.64,19.13,14.59,31.65
b6edafc5,2025-03-24 19:06:51,33.92,44.02,12.95,35.09,54.49
3d13faa9,2025-03-24 19:27:02,62.03,24.8,21.81,10.19,23.69
936534c7,2025-03-24 18:59:22,76.45,55.32,46.67,9.95,30.27
50b896fd,2025-03-24 18:57:33,41.1,36.37,22.23,20.36,51.23
97164053,2025-03-24 18:56:31,32.99,66.93,43.9,8.56,48.62
d776f047,2025-03-24 19:18:24,34.24,45.25,45.97,18.9,51.98
4bc62d73,2025-03-24 19:35:19,72.83,37.08,55.92,37.83,44.31
475b382e,2025-03-24 19:20:22,47.62,40.68,22.99,21.65,45.97
9fb4d034,2025-03-24 19:33:28,66.1,58.63,26.92,5.62,19.32
4a1dc918,2025-03-24 19:10:35,62.28,30.35,29.47,8.53,21.14
c5e7ceaa,2025-03-24 19:07:21,42.48,67.25,12.54,39.53,51.43
9a5e7a25,2025-03-24 19:35:00,58.23,55.08,48.75,35.09,40.01
b6edafc5,2025-03-24 19:02:56,67.68,32.0,22.19,49.75,40.62
430376af,2025-03-24 18:46:28,33.71,38.98,54.78,47.2,20.56
d4d69118,2025-03-24 18:55:41,67.42,35.48,12.01,26.65,44.51
a9f8d8c9,2025-03-24 19:29:42,55.06,50.45,28.02,31.89,25.58
9a5e7a25,2025-03-24 18:53:21,74.01,21.9,24.23,37.21,46.5
50b896fd,2025-03-24 19:10:56,56.34,22.54,17.9,39.2,32.06
5ccb9454,2025-03-24 19:06:14,56.08,25.42,42.06,46.19,44.51
812ad33f,2025-03-24 19:05:52,50.34,24.75,20.56,8.78,45.3
d4b4ed07,2025-03-24 19:27:44,39.44,27.9,58.94,6.47,28.42
114ee19f,2025-03-24 19:26:46,38.54,32.37,12.71,33.26,37.2
58265ae3,2025-03-24 18:47:37,31.58,67.35,19.29,38.1,18.31
96ddd082,2025-03-24 19:02:25,59.61,46.8,52.56,34.48,50.37
b8e82167,2025-03-24 19:29:09,42.65,60.7,51.84,15.44,18.69
ece85c9e,2025-03-24 19:27:01,48.09,37.65,21.35,24.43,45.3
f9f37797,2025-03-24 19:27:58,67.6,56.47,12.48,35.68,24.96
4a1dc918,2025-03-24 18:55:50,73.8,46.91,24.19,48.6,21.7
812ad33f,2025-03-24 19:19:19,59.21,21.06,28.22,17.12,53.01
9a5e7a25,2025-03-24 19:04:40,58.65,55.09,20.16,20.28,26.43
d4b4ed07,2025-03-24 19:06:52,69.85,69.43,17.16,29.64,18.45
7363f94b,2025-03-24 19:16:11,33.22,41.87,45.68,15.95,48.0
a4f37be9,2025-03-24 19:14:25,46.44,42.9,56.1,39.1,24.29
97164053,2025-03-24 19:22:43,50.31,38.82,31.4,37.04,42.37
c763a829,2025-03-24 19:15:08,46.47,56.03,32.33,11.83,44.03
4a1dc918,2025-03-24 18:47:01,50.71,33.29,51.68,10.09,15.47
d4d69118,2025-03-24 19:15:41,69.07,53.71,14.11,40.29,46.41
88559e67,2025-03-24 18:56:50,73.92,68.81,42.55,16.28,20.29
9a5e7a25,2025-03-24 19:11:11,58.14,52.69,24.11,27.51,33.9
f32ab4df,2025-03-24 18:55:44,42.49,21.9,15.12,39.59,53.28
114ee19f,2025-03-24 19:32:18,58.9,62.38,20.76,7.04,38.23
936534c7,2025-03-24 18:59:34,58.14,50.48,22.81,38.1,50.32
ec8c1b9f,2025-03-24 18:49:59,44.27,25.61,28.16,42.74,15.82
d4d69118,2025-03-24 19:07:01,73.95,33.19,10.99,7.61,15.2
3d13faa9,2025-03-24 19:11:11,50.39,34.31,14.18,42.1,52.17
6a2c7a71,2025-03-24 18:51:36,40.64,43.4,33.81,17.05,23.32
97164053,2025-03-24 19:35:26,79.22,31.11,17.2,25.3,22.92
7b1fd6a4,2025-03-24 19:04:37,60.72,49.3,53.4,21.54,17.51
97164053,2025-03-24 19:10:34,39.47,21.53,22.73,26.18,38.56
b6edafc5,2025-03-24 19:08:30,60.58,23.91,24.96,25.51,36.82
01ea7dd5,2025-03-24 19:03:51,73.31,25.28,37.58,14.25,49.5
88559e67,2025-03-24 18:45:48,31.88,30.17,41.5,47.85,39.63
a4f37be9,2025-03-24 19:23:08,56.26,52.62,33.12,31.79,35.5
b6edafc5,2025-03-24 19:32:36,59.09,50.54,27.79,36.95,40.11
5c7cba20,2025-03-24 19:06:22,74.92,54.68,26.9,42.58,21.57
dd03f568,2025-03-24 18:47:16,72.34,58.12,49.4,15.86,52.33
812ad33f,2025-03-24 19:35:01,33.57,60.07,41.07,22.48,25.61
812ad33f,2025-03-24 19:35:07,48.74,46.46,12.16,11.17,50.88
a9f8d8c9,2025-03-24 19:09:49,53.07,45.68,18.91,45.43,31.53
4a1dc918,2025-03-24 19:21:52,58.73,52.33,13.26,33.53,45.57
5c7cba20,2025-03-24 19:06:48,57.0,40.67,26.41,9.29,45.97
96ddd082,2025-03-24 19:02:32,63.04,52.56,37.37,21.07,50.47
114ee19f,2025-03-24 19:09:31,62.43,27.47,40.24,34.21,39.47
78ea41ca,2025-03-24 19:24:12,37.69,35.44,29.6,31.99,47.41
812ad33f,2025-03-24 19:02:38,38.39,61.73,51.5,10.81,34.98
5ccb9454,2025-03-24 19:05:24,42.13,56.56,17.98,31.8,48.63
d4b4ed07,2025-03-24 19:10:08,35.14,44.95,58.75,49.21,23.14
5ccb9454,2025-03-24 19:03:36,51.67,65.08,41.22,38.63,37.97
a9f8d8c9,2025-03-24 19:18:17,76.3,20.94,10.53,9.36,36.04
812ad33f,2025-03-24 18:55:52,62.6,49.48,37.66,35.9,47.41
3d13faa9,2025-03-24 19:16:51,44.68,42.88,14.85,34.94,26.8
7363f94b,2025-03-24 19:11:07,79.62,66.75,18.32,28.28,16.89
5c7cba20,2025-03-24 19:00:30,48.88,35.83,28.7,42.15,52.22
ec8c1b9f,2025-03-24 18:48:30,61.94,24.13,22.37,14.29,35.42
777c05cb,2025-03-24 18:46:24,46.19,56.38,49.83,12.7,28.83
f32ab4df,2025-03-24 19:04:40,50.27,56.68,56.41,37.9,16.27
548859c2,2025-03-24 19:06:40,64.49,23.02,52.73,34.97,48.82
a4f37be9,2025-03-24 19:31:17,60.08,33.18,32.7,28.22,44.15
812ad33f,2025-03-24 19:15:24,46.46,49.2,43.09,33.66,37.88
cc07c778,2025-03-24 19:09:12,78.98,47.52,17.26,17.03,45.35
58265ae3,2025-03-24 19:27:05,58.33,22.9,15.41,8.06,27.2
5ccb9454,2025-03-24 19:22:49,47.84,61.63,26.52,49.58,49.58
430376af,2025-03-24 19:00:47,74.29,44.37,11.14,42.39,31.8
a9cf3871,2025-03-24 19:10:55,76.66,52.18,48.68,7.09,17.18
a9cf3871,2025-03-24 19:01:42,68.23,27.33,45.09,37.86,36.05
a4f37be9,2025-03-24 18:52:36,42.49,42.37,27.66,16.11,44.14
ec8c1b9f,2025-03-24 19:27:00,39.3,42.29,40.57,37.11,20.25
d776f047,2025-03-24 19:00:59,40.11,30.49,46.02,49.92,45.96
88559e67,2025-03-24 19:30:09,59.42,38.94,20.58,29.65,16.66
f12ce47f,2025-03-24 19:16:59,66.91,24.49,22.73,8.25,52.2
bb27d3f9,2025-03-24 19:35:20,68.06,66.2,55.43,21.6,45.7
50b896fd,2025-03-24 19:30:08,75.79,24.6,27.86,15.1,42.89
6a2c7a71,2025-03-24 19:27:24,32.1,65.72,27.19,28.23,52.32
ced61a54,2025-03-24 19:26:09,48.17,49.29,34.61,32.46,19.07
c68eac0d,2025-03-24 19:02:21,39.52,69.28,24.85,23.84,31.44
4bc62d73,2025-03-24 19:00:28,65.01,64.85,21.09,46.47,53.57
114ee19f,2025-03-24 19:21:49,48.52,58.73,32.37,38.64,27.74
5c7cba20,2025-03-24 18:49:34,75.29,51.31,21.29,6.91,22.59
6bf3f07f,2025-03-24 19:31:57,40.64,20.89,27.17,11.56,42.81
9500e92b,2025-03-24 18:50:36,74.49,37.75,53.42,5.82,40.33
5ccb9454,2025-03-24 19:25:09,42.83,52.67,32.82,34.73,15.82
9a5e7a25,2025-03-24 19:01:16,78.24,21.76,39.42,18.79,35.83
96ddd082,2025-03-24 19:11:12,66.58,33.15,49.92,5.46,45.53
88559e67,2025-03-24 19:01:00,68.08,43.22,52.71,12.76,49.41
4bc62d73,2025-03-24 19:13:43,74.76,29.04,26.18,18.44,22.48
dd03f568,2025-03-24 19:06:58,53.29,42.64,26.27,7.75,17.84
cc07c778,2025-03-24 19:09:33,37.99,50.21,14.62,19.95,44.77
6bf3f07f,2025-03-24 18:57:56,66.18,64.49,17.75,16.68,44.21
7b1fd6a4,2025-03-24 18:49:13,40.38,21.2,27.11,8.43,37.09
6a2c7a71,2025-03-24 18:46:44,34.78,60.18,22.04,34.7,28.39
ece85c9e,2025-03-24 19:35:12,30.64,46.5,26.44,26.25,28.37
78ea41ca,2025-03-24 18:54:47,70.57,25.27,10.62,14.11,34.8
866b55d3,2025-03-24 18:57:33,61.26,63.79,44.8,24.58,31.1
96ddd082,2025-03-24 18:52:28,52.55,28.23,11.05,44.52,53.15
a9cf3871,2025-03-24 18:49:33,77.36,50.45,14.73,39.06,51.39
548859c2,2025-03-24 18:56:08,78.02,21.9,50.06,17.87,35.75
4c1646fc,2025-03-24 18:46:54,75.27,50.87,49.54,10.3,19.19
b8e82167,2025-03-24 18:46:55,38.78,39.39,56.02,11.28,38.22
c5e7ceaa,2025-03-24 19:30:07,51.98,54.81,13.28,45.24,49.06
9500e92b,2025-03-24 19:07:31,30.33,66.08,59.07,37.53,48.72
b9134cc9,2025-03-24 19:14:51,51.8,49.69,45.32,13.89,31.91
a4f37be9,2025-03-24 18:57:33,52.59,59.03,26.12,22.29,15.64
3d13faa9,2025-03-24 19:33:55,48.23,20.91,52.9,10.99,31.97
4c1646fc,2025-03-24 19:02:27,62.76,48.36,43.77,46.37,29.69
5ccb9454,2025-03-24 19:10:10,66.31,30.38,15.49,26.14,17.69
6a2c7a71,2025-03-24 19:20:44,31.05,61.92,55.22,21.1,50.62
4a1dc918,2025-03-24 19:21:17,62.52,31.14,54.92,12.48,48.14
78ea41ca,2025-03-24 19:11:36,37.44,33.95,45.03,28.71,17.21
9500e92b,2025-03-24 19:27:12,69.28,37.21,26.29,37.9,38.14
4a1dc918,2025-03-24 19:07:27,64.2,64.1,24.56,44.28,17.84
548859c2,2025-03-24 18:58:49,56.45,69.44,17.56,22.76,31.38
5ccb9454,2025-03-24 19:31:57,70.24,39.59,31.93,41.07,32.75
cc07c778,2025-03-24 19:29:19,62.77,46.64,53.33,43.19,46.17
58265ae3,2025-03-24 19:18:21,71.81,65.52,21.61,45.81,49.24
812ad33f,2025-03-24 19:11:26,42.73,26.21,52.0,20.15,20.02
d776f047,2025-03-24 19:05:13,46.87,35.97,26.86,47.47,49.78
58265ae3,2025-03-24 18:50:06,52.66,49.17,47.89,10.9,26.76
50b896fd,2025-03-24 19:27:15,67.18,62.23,32.31,48.72,37.84
88559e67,2025-03-24 19:09:57,68.57,20.83,47.19,26.5,51.5
5c7cba20,2025-03-24 19:16:10,78.07,20.94,22.86,19.09,19.51
7363f94b,2025-03-24 19:33:33,51.93,29.66,42.39,5.13,30.08
d4b4ed07,2025-03-24 19:33:43,37.15,27.01,53.0,35.32,29.44
d4b4ed07,2025-03-24 19:14:30,61.74,24.01,21.8,30.41,37.56
d4d69118,2025-03-24 19:23:34,37.91,43.6,34.01,6.3,43.17
9fb4d034,2025-03-24 18:56:21,33.49,36.44,12.74,10.05,32.49
9fb4d034,2025-03-24 19:23:23,34.62,41.15,57.72,6.48,54.43
6bf3f07f,2025-03-24 19:08:02,72.33,67.65,26.16,28.25,35.18
3d13faa9,2025-03-24 19:29:31,76.87,45.38,27.71,17.2,35.52
3d13faa9,2025-03-24 19:18:23,42.75,32.37,20.14,16.41,41.61
f9f37797,2025-03-24 18:56:13,69.5,66.55,19.89,36.3,34.66
5c7cba20,2025-03-24 18:57:01,32.6,49.6,31.47,38.39,36.41
5ccb9454,2025-03-24 18:57:33,34.79,54.8,19.28,39.0,26.6
548859c2,2025-03-24 19:18:28,52.26,68.84,31.38,36.0,54.46
f9f37797,2025-03-24 19:30:17,73.62,58.88,59.28,11.33,24.93
cc07c778,2025-03-24 18:46:13,62.94,27.2,26.98,29.05,45.9
f12ce47f,2025-03-24 18:47:23,79.94,37.37,57.23,33.15,54.93
475b382e,2025-03-24 19:17:21,65.28,48.46,37.2,35.48,53.6
777c05cb,2025-03-24 19:32:46,67.84,28.75,56.43,34.94,46.4
d776f047,2025-03-24 19:04:26,54.77,68.4,54.51,12.05,21.24
3d13faa9,2025-03-24 19:22:39,64.45,67.7,51.17,38.55,17.32
5c7cba20,2025-03-24 19:21:36,67.68,39.23,36.75,11.76,52.73
c763a829,2025-03-24 19:28:44,30.68,42.02,17.3,22.7,48.69
7b1fd6a4,2025-03-24 19:11:31,56.11,50.15,22.24,41.92,52.33
b8e82167,2025-03-24 19:14:15,53.06,42.76,10.83,45.49,20.67
548859c2,2025-03-24 19:30:47,62.3,50.34,22.82,37.32,51.79
548859c2,2025-03-24 19:35:11,56.8,30.95,11.2,26.21,24.71
96ddd082,2025-03-24 18:46:57,65.83,33.33,34.91,32.56,23.37
7b1fd6a4,2025-03-24 19:33:37,54.25,55.05,51.26,9.65,39.08
dd03f568,2025-03-24 18:46:10,61.7,26.77,20.48,13.19,47.46
7b1fd6a4,2025-03-24 18:54:12,62.66,41.17,57.96,46.18,31.21
d4d69118,2025-03-24 19:12:09,35.35,30.47,35.29,20.72,15.07
a4f37be9,2025-03-24 19:03:09,64.47,62.59,25.28,49.18,50.95
b6edafc5,2025-03-24 18:48:42,70.22,52.53,17.61,18.65,53.21
9fb4d034,2025-03-24 18:49:14,58.26,55.34,48.83,14.13,45.47
430376af,2025-03-24 18:50:30,58.5,27.43,21.59,21.63,21.16
7b1fd6a4,2025-03-24 18:52:52,30.94,57.28,31.29,41.84,54.6
f9f37797,2025-03-24 19:07:07,39.85,44.38,27.11,16.38,27.22
97164053,2025-03-24 19:07:39,37.8,27.9,32.67,17.8,47.57
50b896fd,2025-03-24 19:24:44,69.99,49.16,51.21,38.88,15.66
97164053,2025-03-24 19:33:32,48.08,31.29,43.48,28.88,35.46
9a5e7a25,2025-03-24 19:35:35,73.41,38.27,44.31,35.64,15.89
c68eac0d,2025-03-24 18:56:36,64.42,40.39,23.28,15.25,44.52
c763a829,2025-03-24 19:35:16,41.67,52.19,53.32,31.47,24.09
548859c2,2025-03-24 19:29:21,59.73,55.74,34.98,49.88,49.09
3d13faa9,2025-03-24 18:53:10,54.74,39.82,27.2,37.93,30.74
6a2c7a71,2025-03-24 19:19:44,30.28,27.67,43.71,27.71,50.48
866b55d3,2025-03-24 19:03:50,63.6,58.62,30.02,34.27,35.01
461dbbc4,2025-03-24 19:06:34,57.43,58.67,31.36,21.39,42.31
58265ae3,2025-03-24 19:32:02,74.55,35.56,21.54,45.92,43.27
f32ab4df,2025-03-24 18:55:16,39.89,34.99,59.09,9.97,46.49
c763a829,2025-03-24 19:27:47,34.61,29.51,56.04,26.85,19.84
f9f37797,2025-03-24 19:09:34,76.35,21.6,18.16,43.45,48.02
a9f8d8c9,2025-03-24 18:46:10,62.82,34.54,58.25,23.51,53.22
78ea41ca,2025-03-24 19:33:16,68.68,35.38,44.32,16.97,41.72
c763a829,2025-03-24 18:48:29,33.31,23.83,18.93,28.65,31.35
4c1646fc,2025-03-24 19:18:57,73.13,60.41,16.36,16.22,38.1
6a2c7a71,2025-03-24 19:29:08,66.88,38.07,53.75,41.57,27.61
5c7cba20,2025-03-24 19:07:55,59.16,38.18,28.59,32.31,24.61
9a5e7a25,2025-03-24 19:27:44,36.72,64.59,20.49,26.17,39.52
a4f37be9,2025-03-24 19:02:57,30.17,69.32,27.93,49.27,46.55
3d13faa9,2025-03-24 18:59:05,77.97,37.71,10.79,19.77,24.03
ced61a54,2025-03-24 18:47:36,51.96,23.76,15.83,29.48,19.88
9500e92b,2025-03-24 19:15:25,78.06,37.52,49.84,26.38,30.2
a4f37be9,2025-03-24 19:30:07,63.35,62.07,55.17,41.23,44.21
f12ce47f,2025-03-24 18:59:39,73.52,61.79,57.88,37.66,26.67
b9134cc9,2025-03-24 18:56:56,45.16,54.19,35.76,29.28,17.27
f32ab4df,2025-03-24 18:59:36,78.01,51.68,11.45,43.78,28.22
a9f8d8c9,2025-03-24 19:01:21,40.32,20.51,50.09,16.16,47.98
9a5e7a25,2025-03-24 19:32:38,48.53,57.35,55.14,47.03,47.47
f12ce47f,2025-03-24 19:32:40,39.13,26.9,14.62,32.96,30.93
a9f8d8c9,2025-03-24 19:33:11,62.21,38.27,29.75,43.99,53.46
c763a829,2025-03-24 18:50:08,75.51,29.47,25.58,44.4,42.19
bb27d3f9,2025-03-24 19:18:28,48.67,49.38,19.43,45.79,37.28
b6edafc5,2025-03-24 18:50:42,71.07,21.52,26.15,47.24,51.69
f32ab4df,2025-03-24 18:59:34,53.96,51.58,14.08,24.34,30.75
a4f37be9,2025-03-24 19:31:58,73.65,42.06,52.72,23.78,21.12
c5e7ceaa,2025-03-24 19:05:09,33.11,42.17,36.61,37.86,27.11
bb27d3f9,2025-03-24 18:47:42,35.94,68.41,23.42,30.25,26.46
78ea41ca,2025-03-24 18:57:41,51.38,69.22,10.06,26.53,50.53
ece85c9e,2025-03-24 19:25:11,32.63,48.68,31.96,30.68,43.48
88559e67,2025-03-24 19:22:57,46.23,48.74,54.91,38.33,34.99
a4f37be9,2025-03-24 18:52:19,62.79,40.97,51.1,21.46,16.62
01ea7dd5,2025-03-24 18:48:23,43.18,51.17,22.25,28.02,40.28
9a5e7a25,2025-03-24 19:19:58,79.06,26.41,44.71,18.23,15.17
c763a829,2025-03-24 19:29:46,51.85,37.75,26.63,23.52,17.0
7363f94b,2025-03-24 19:11:19,40.81,20.01,40.85,21.94,27.7
f12ce47f,2025-03-24 19:30:39,64.28,65.94,24.4,38.41,44.84
936534c7,2025-03-24 19:30:39,72.94,50.71,46.46,35.95,28.93
461dbbc4,2025-03-24 19:07:11,49.69,58.63,38.61,28.99,34.42
866b55d3,2025-03-24 19:20:03,39.29,57.28,18.36,47.1,48.09
5c7cba20,2025-03-24 18:54:18,74.37,56.33,56.69,14.69,54.73
c68eac0d,2025-03-24 18:57:31,32.18,64.55,57.68,6.24,16.54
936534c7,2025-03-24 19:11:29,79.87,33.31,58.11,43.6,35.59
ced61a54,2025-03-24 19:18:29,58.78,38.26,40.8,34.23,52.99
ec8c1b9f,2025-03-24 19:17:54,74.95,35.96,22.0,48.68,31.37
9a5e7a25,2025-03-24 19:17:03,60.47,42.22,34.77,14.92,28.85
ced61a54,2025-03-24 18:45:56,45.53,54.9,10.83,9.7,52.19
3d13faa9,2025-03-24 18:48:04,50.8,46.19,46.82,26.28,37.83
6a2c7a71,2025-03-24 19:10:15,45.98,68.45,52.0,47.76,31.69
96ddd082,2025-03-24 18:49:23,73.0,24.51,48.78,16.3,29.23
dd03f568,2025-03-24 19:12:37,31.76,34.47,33.16,19.62,42.87
01ea7dd5,2025-03-24 19:18:46,79.65,49.77,14.63,14.32,31.98
c68eac0d,2025-03-24 18:48:37,57.68,46.18,23.41,30.17,53.43
5c7cba20,2025-03-24 18:50:47,70.79,54.53,57.3,17.57,17.72
97164053,2025-03-24 18:54:12,46.4,37.13,34.78,23.75,41.99
812ad33f,2025-03-24 19:25:11,49.91,67.05,38.85,47.98,15.26
dd03f568,2025-03-24 19:29:19,62.69,33.52,13.78,43.93,39.61
812ad33f,2025-03-24 19:05:27,59.87,38.98,21.43,14.09,15.49
dd03f568,2025-03-24 19:17:17,57.89,37.8,13.68,17.61,25.9
88559e67,2025-03-24 18:56:43,53.95,20.43,21.05,9.88,27.53
01ea7dd5,2025-03-24 19:20:57,51.38,57.64,55.32,49.13,31.0
936534c7,2025-03-24 18:54:17,60.61,59.76,58.79,19.78,43.87
58265ae3,2025-03-24 19:00:10,43.62,21.92,52.14,31.98,44.34
f32ab4df,2025-03-24 19:27:27,40.46,41.16,10.23,10.19,49.16
bb27d3f9,2025-03-24 19:20:07,60.94,58.58,40.69,24.03,47.36
5ccb9454,2025-03-24 19:20:23,79.76,48.35,42.16,15.08,38.7
bb27d3f9,2025-03-24 19:07:04,49.92,56.75,24.58,19.71,33.35
a4f37be9,2025-03-24 19:20:06,71.15,38.0,43.47,48.44,28.24
c763a829,2025-03-24 19:03:51,39.15,39.26,31.47,31.68,26.44
548859c2,2025-03-24 18:55:25,45.56,51.05,58.75,10.03,49.4
3d13faa9,2025-03-24 18:55:40,65.85,48.42,15.92,36.15,37.39
9500e92b,2025-03-24 19:21:02,54.82,66.94,49.34,45.01,32.13
78ea41ca,2025-03-24 19:07:24,75.82,20.5,53.14,21.69,22.14
a9f8d8c9,2025-03-24 19:32:50,65.37,57.92,52.91,36.7,36.1
d776f047,2025-03-24 19:02:51,75.25,37.1,25.71,48.62,23.69
ece85c9e,2025-03-24 18:59:10,63.69,27.77,31.33,48.59,43.01
5ccb9454,2025-03-24 18:52:00,38.66,31.72,45.93,31.12,29.66
50b896fd,2025-03-24 19:03:54,67.37,25.87,38.51,46.36,54.5
7363f94b,2025-03-24 19:29:40,63.54,33.3,22.52,14.56,53.4
114ee19f,2025-03-24 18:49:04,69.73,32.96,41.39,46.53,44.52
c5e7ceaa,2025-03-24 19:30:24,43.9,48.56,18.3,43.69,20.42
9a5e7a25,2025-03-24 19:04:10,43.6,54.62,46.57,49.96,26.08
f12ce47f,2025-03-24 19:07:26,54.93,41.11,53.18,42.54,29.12
6bf3f07f,2025-03-24 19:14:17,56.75,21.93,42.51,10.14,18.44
a4f37be9,2025-03-24 18:49:21,39.79,60.77,48.56,46.9,23.77
9500e92b,2025-03-24 19:19:35,48.24,36.84,33.98,7.63,18.34
d776f047,2025-03-24 18:54:51,37.18,32.79,41.8,46.92,36.86
c5e7ceaa,2025-03-24 19:26:07,59.76,21.33,35.13,16.93,25.11
3d13faa9,2025-03-24 18:47:20,45.96,53.14,19.47,19.1,15.27
d4b4ed07,2025-03-24 18:50:46,34.72,47.29,40.31,23.27,36.74
461dbbc4,2025-03-24 19:28:00,52.53,28.15,51.61,38.76,18.13
97164053,2025-03-24 19:02:18,55.54,52.45,31.87,36.22,17.95
9fb4d034,2025-03-24 19:00:08,46.94,36.85,26.88,45.09,48.41
c763a829,2025-03-24 19:15:17,54.77,20.43,18.76,31.02,23.37
6bf3f07f,2025-03-24 18:54:29,68.59,59.6,22.34,18.96,54.58
01ea7dd5,2025-03-24 19:06:22,50.7,47.26,39.28,49.15,19.71
ece85c9e,2025-03-24 19:34:46,63.63,32.14,58.74,44.58,33.09
c763a829,2025-03-24 18:50:45,48.6,21.86,45.03,24.82,51.73
58265ae3,2025-03-24 19:04:15,42.55,27.53,23.09,46.41,28.95
c68eac0d,2025-03-24 19:31:04,63.49,69.15,21.86,10.15,46.9
a9cf3871,2025-03-24 19:16:34,41.49,65.01,39.3,37.59,31.57
866b55d3,2025-03-24 19:05:08,55.75,47.31,54.85,24.18,31.07
96ddd082,2025-03-24 19:16:22,72.56,62.62,11.49,34.01,44.57
4a1dc918,2025-03-24 19:13:36,76.66,49.14,30.25,42.44,29.25
a9cf3871,2025-03-24 18:51:16,43.32,44.49,35.41,11.14,32.52
97164053,2025-03-24 18:58:44,57.95,53.2,50.08,30.5,31.41
5ccb9454,2025-03-24 19:20:26,30.06,26.9,38.87,21.62,49.65
b9134cc9,2025-03-24 19:19:17,53.57,50.14,30.92,8.27,53.9
a4f37be9,2025-03-24 19:07:30,48.51,58.71,17.97,12.79,33.72
5ccb9454,2025-03-24 19:31:51,77.17,42.92,23.88,8.68,33.24
b6edafc5,2025-03-24 19:03:19,54.96,51.85,34.64,12.23,54.74
4c1646fc,2025-03-24 18:58:12,45.46,26.04,46.26,33.25,34.81
f9f37797,2025-03-24 19:32:37,45.43,21.43,34.04,49.91,22.48
5c7cba20,2025-03-24 18:58:16,38.44,24.1,42.86,45.18,46.57
b6edafc5,2025-03-24 19:16:51,75.86,52.41,56.92,35.1,16.68
88559e67,2025-03-24 19:01:16,65.32,49.65,28.6,12.73,50.38
58265ae3,2025-03-24 19:34:35,45.74,28.76,23.6,5.98,30.24
50b896fd,2025-03-24 19:15:13,37.3,32.11,19.28,29.94,48.97
dd03f568,2025-03-24 19:26:44,33.19,31.95,35.1,32.63,34.49
f9f37797,2025-03-24 19:09:00,40.17,66.17,58.0,6.52,18.47
4c1646fc,2025-03-24 19:05:09,66.42,52.81,50.83,46.98,20.43
bb27d3f9,2025-03-24 19:22:19,74.25,40.4,26.2,27.36,34.4
936534c7,2025-03-24 19:01:55,59.03,47.77,41.41,47.21,37.67
50b896fd,2025-03-24 19:13:49,60.26,60.99,59.64,11.79,28.83
9a5e7a25,2025-03-24 19:19:39,40.98,60.19,49.91,32.28,27.02
9500e92b,2025-03-24 19:17:05,51.71,25.87,45.31,25.28,23.03
f12ce47f,2025-03-24 19:08:51,69.4,65.11,40.94,42.02,26.65
b9134cc9,2025-03-24 18:53:17,52.04,40.94,54.32,46.13,17.85
4c1646fc,2025-03-24 19:13:44,38.83,37.64,26.03,9.42,40.77
d4b4ed07,2025-03-24 19:23:48,62.59,64.73,46.0,40.96,31.2
58265ae3,2025-03-24 19:33:06,42.06,69.52,33.31,32.12,41.56
936534c7,2025-03-24 19:08:58,56.42,66.32,28.64,32.24,54.48
4c1646fc,2025-03-24 19:00:28,63.54,40.02,18.48,11.34,44.73
d4d69118,2025-03-24 18:55:32,49.29,63.35,40.23,11.88,25.55
5ccb9454,2025-03-24 19:05:49,32.32,48.27,32.15,18.93,40.44
a9cf3871,2025-03-24 18:54:01,36.19,65.06,51.77,8.15,35.55
4c1646fc,2025-03-24 19:27:28,44.36,22.38,29.42,20.51,20.11
430376af,2025-03-24 19:21:43,44.09,24.19,31.59,44.47,49.24
c68eac0d,2025-03-24 19:07:47,44.56,46.03,56.94,24.75,19.87
bb27d3f9,2025-03-24 19:28:04,55.61,50.63,30.73,34.42,40.12
a9cf3871,2025-03-24 19:03:35,78.05,44.16,25.57,37.48,25.89
777c05cb,2025-03-24 19:21:08,54.52,46.84,15.75,36.95,39.65
9fb4d034,2025-03-24 18:47:02,66.62,53.71,12.67,41.48,26.96
114ee19f,2025-03-24 19:00:54,75.34,64.73,18.92,24.81,43.32
88559e67,2025-03-24 19:32:16,63.88,57.65,44.48,42.81,47.85
